9	27966	43622	53846	64649	68940	65738	68369	76320	90976	97951	99797	100870	102361	107613	114998	120146	126809	134651	143647	154600	165431	181245	199735	218272	234570	248402	252182	271122	281533	286119	296213	293719	307448	324492	340537	350793	346853	363701	381774	398876	429549	465747	497956	506517	524604	551225	585032	615811	618343	643729	675474	702750	727877	730121	755233	776757	799137	815592	826580	837092	821976	841858	866271	889330	919076	928187	951350	975895	998297	1009789	995761	1006512	1008261	1065624	1077554	
B	14705526	12206461	12218385	12070966	11990622	12005458	11654426	11352710	11001430	10560096	10324595	10460110	10683373	10597266	10293512	10131931	10191123	10213549	10204429	10147858	9993679	9774456	9509167	9278281	8978892	8706006	8493553	8064643	7967959	8022344	7874082	7834911	7625451	7409663	7217408	7050274	7032705	6852473	6698400	6508091	6199533	5879495	5571610	5399227	5182253	4910731	4637290	4389654	4251613	4071640	3857504	3654786	3490573	3357240	3187982	3051126	2893886	2783070	2681978	2572563	2486846	2351932	2216986	2092036	1944143	1818098	1686442	1542658	1402864	1312556	1246291	1151727	1095900	806401	851765	
+	3376	4044	4269	4743	4628	4204	4101	4552	5394	5374	4876	4970	4970	5258	5374	5653	5906	6250	6644	7187	7592	8952	10116	11564	13047	13560	14568	14396	15261	15222	15983	16428	15862	15570	15707	15425	15690	16933	17596	18392	20489	22209	24435	26328	26608	26527	27788	29030	29588	30874	31739	33077	34653	35566	35551	35873	37317	39144	41091	43590	45867	46619	47778	50226	52292	51704	52834	54711	56262	55309	54470	50872	45693	37638	15647	
?	236326	433288	479192	575129	638482	661011	712826	776193	868205	915231	945855	936463	902695	938291	998479	1042872	1062550	1071467	1081404	1115131	1183706	1229738	1300035	1326482	1380175	1443713	1498834	1589391	1605111	1598774	1639506	1677795	1715628	1741223	1735908	1766707	1784639	1810041	1829938	1860629	1910680	1955650	1985373	2014457	2040154	2073819	2096767	2083394	2094981	2091197	2103237	2100863	2082774	2097939	2089705	2080421	2056702	2019472	1969082	1945021	1943213	1915846	1890289	1847305	1804276	1783527	1734354	1670588	1614669	1564833	1536483	1464556	1417942	1158365	893522	
8	12227	24605	28898	33568	36520	39066	41267	42700	47255	51057	53408	54964	54452	55618	62700	63990	65170	66740	69322	74340	81154	93919	101195	112025	118906	120064	125911	130793	128676	126570	128772	135247	138796	141535	147626	148947	154926	162558	169900	177822	193325	209459	227641	241656	245213	256443	271639	291322	301791	312245	327367	343344	357037	364999	377151	385351	397681	402231	414417	422274	423789	437567	451375	465080	483470	499147	515767	538676	556926	568033	568432	588305	591359	647110	622593	
4	8247	14821	18271	22065	24539	28499	30852	30797	34219	34142	34722	36215	37207	38905	38467	41227	44940	48596	51896	55929	63244	68142	75088	83324	88069	91011	92225	95880	94021	88249	92444	94714	95820	96494	98867	101116	101876	108760	116665	123254	136620	152723	169760	178725	181496	188620	203931	215378	218294	229775	241044	255100	268033	273422	283377	290186	301625	310518	315523	324046	329471	342724	356432	371932	390969	408036	429018	457135	484804	498907	506544	517827	519802	538141	502247	
)	2801	4485	4309	4613	4402	3833	3848	4920	6068	5716	4590	4346	4614	4651	4963	4993	5177	5438	5622	5952	6078	7267	8462	9267	10128	11386	12017	11959	12142	12047	12278	12432	12241	12128	12356	12307	13053	13408	14218	13966	14593	14999	15737	16997	16696	16204	16545	16961	18393	18631	18099	18891	18894	20201	20121	19677	19978	20907	21445	22673	24605	24571	24656	25141	25426	26304	26096	26833	26760	26073	26299	23632	19891	13972	4851	
&	259	543	522	564	596	632	677	811	1152	1046	742	745	806	874	941	1084	1176	1210	1314	1707	1998	2475	2892	3355	3816	4456	4811	4905	5023	4982	5323	5599	5494	5152	5069	5147	5121	5397	5919	5927	6645	7452	8234	8914	9372	9027	9507	9762	10206	10440	10434	10978	11380	12146	11747	11255	12148	12770	12838	14170	15205	15362	15297	16331	16578	16275	16142	16284	16277	15672	15113	12747	10225	5673	999	
'	1574	3142	2866	2954	3185	3136	3330	3773	4496	4340	4044	3883	3816	4262	4099	4304	4721	5018	5583	6092	6800	7591	9157	10631	12067	14015	14355	14949	15544	15014	15670	15633	15646	15106	15361	15439	15856	16942	17617	17889	19472	20960	22570	23518	23891	23103	24131	25262	25082	25954	26405	26991	28449	28374	28993	28180	29685	31051	31829	34167	35565	35516	35938	37458	38286	36624	36719	36897	36657	36374	34458	30465	26005	17154	5553	
(	4176	5157	4798	5093	5090	4638	4904	5792	7091	6673	5870	5648	5580	5834	6013	6102	6334	6892	6959	7677	8434	9538	11304	12988	14339	16397	17036	17571	17918	17790	18026	18226	17761	17887	18155	18045	18256	19455	20203	20168	21655	22611	24689	26059	25804	24833	25944	26543	26897	27053	27587	28903	29619	29679	29825	29457	30038	32077	32821	34460	36209	36096	36492	37490	37909	36715	36657	37306	37184	36031	35071	31243	27340	19852	7141	
5	16760	25733	30750	35625	39002	45065	46681	44641	48118	46874	47675	50416	51325	52977	52488	54402	56971	60169	63956	68695	74485	80447	88484	96537	100741	104307	105699	108852	108083	105878	109666	110768	112799	116215	118457	120112	122146	130693	139173	145776	159759	174998	190532	203102	206939	214204	228203	237995	249386	260074	273546	288201	300130	315602	326599	335103	347212	356500	359659	366982	383758	397838	411884	429193	450260	481112	503300	535632	560606	575999	596182	600209	581916	654727	662348	
