A	0.13241	0.12904	0.13963	0.14496	0.15001	0.14966	0.15884	0.17088	0.18331	0.19083	0.19663	0.19345	0.18909	0.19424	0.18974	0.19347	0.19364	0.19460	0.19461	0.19535	0.19830	0.19112	0.19368	0.19571	0.19971	0.20430	0.19984	0.20432	0.20543	0.20619	0.20736	0.20082	0.20267	0.20410	0.20447	0.20486	0.19860	0.19761	0.19713	0.19609	0.19389	0.19068	0.18698	0.18009	0.17851	0.17563	0.17124	0.16758	0.16109	0.15725	0.15359	0.14922	0.14541	0.13951	0.13561	0.13242	0.12845	0.12518	0.12256	0.11980	0.11533	0.11079	0.10666	0.10233	0.09671	0.09025	0.08491	0.07867	0.07312	0.06956	0.06579	0.06175	0.05961	0.04569	0.04362	
6	0.00050	0.00092	0.00109	0.00129	0.00141	0.00145	0.00151	0.00163	0.00187	0.00201	0.00192	0.00191	0.00193	0.00200	0.00230	0.00234	0.00252	0.00265	0.00280	0.00300	0.00328	0.00392	0.00432	0.00459	0.00478	0.00499	0.00536	0.00563	0.00570	0.00561	0.00581	0.00617	0.00625	0.00648	0.00648	0.00650	0.00685	0.00733	0.00779	0.00819	0.00894	0.00981	0.01076	0.01172	0.01192	0.01235	0.01325	0.01370	0.01447	0.01516	0.01588	0.01667	0.01747	0.01833	0.01901	0.01942	0.02016	0.02099	0.02114	0.02156	0.02228	0.02303	0.02394	0.02476	0.02585	0.02736	0.02851	0.03011	0.03141	0.03216	0.03303	0.03324	0.03302	0.03384	0.03331	
3	0.00039	0.00062	0.00073	0.00087	0.00093	0.00097	0.00104	0.00109	0.00123	0.00125	0.00127	0.00129	0.00133	0.00140	0.00141	0.00149	0.00162	0.00175	0.00189	0.00206	0.00232	0.00254	0.00281	0.00320	0.00337	0.00351	0.00354	0.00372	0.00383	0.00371	0.00389	0.00397	0.00410	0.00414	0.00425	0.00436	0.00435	0.00465	0.00502	0.00534	0.00597	0.00664	0.00747	0.00777	0.00797	0.00836	0.00907	0.00974	0.00975	0.01019	0.01080	0.01158	0.01214	0.01214	0.01265	0.01299	0.01357	0.01403	0.01448	0.01492	0.01479	0.01549	0.01616	0.01702	0.01801	0.01849	0.01965	0.02110	0.02253	0.02322	0.02325	0.02419	0.02440	0.02707	0.02583	
%	0.00038	0.00035	0.00025	0.00028	0.00028	0.00018	0.00021	0.00040	0.00061	0.00043	0.00022	0.00020	0.00019	0.00019	0.00019	0.00020	0.00020	0.00021	0.00022	0.00022	0.00025	0.00039	0.00053	0.00048	0.00045	0.00052	0.00056	0.00056	0.00057	0.00055	0.00057	0.00058	0.00056	0.00053	0.00051	0.00053	0.00053	0.00053	0.00056	0.00055	0.00060	0.00069	0.00074	0.00082	0.00085	0.00085	0.00088	0.00090	0.00103	0.00104	0.00093	0.00100	0.00101	0.00111	0.00109	0.00100	0.00105	0.00108	0.00110	0.00120	0.00131	0.00135	0.00131	0.00137	0.00140	0.00139	0.00135	0.00139	0.00139	0.00130	0.00129	0.00107	0.00076	0.00034	0.00002	
#	0.00158	0.00077	0.00079	0.00082	0.00086	0.00088	0.00093	0.00193	0.00282	0.00191	0.00112	0.00121	0.00130	0.00143	0.00155	0.00168	0.00186	0.00211	0.00245	0.00287	0.00335	0.00400	0.00457	0.00505	0.00568	0.00653	0.00738	0.00822	0.00878	0.00934	0.01019	0.01111	0.01210	0.01319	0.01441	0.01578	0.01728	0.01899	0.02092	0.02305	0.02538	0.02778	0.03022	0.03272	0.03623	0.03896	0.04089	0.04386	0.04919	0.05247	0.05373	0.05742	0.06122	0.06558	0.06992	0.07422	0.07916	0.08444	0.09004	0.09629	0.10333	0.10912	0.11362	0.11875	0.12439	0.13049	0.13718	0.14517	0.15454	0.16367	0.17463	0.18925	0.20866	0.24317	0.29256	
>	0.00429	0.00801	0.00944	0.01168	0.01288	0.01267	0.01336	0.01455	0.01699	0.01856	0.01907	0.01882	0.01851	0.01958	0.02142	0.02270	0.02327	0.02395	0.02477	0.02564	0.02741	0.02946	0.03133	0.03247	0.03470	0.03673	0.03834	0.04124	0.04220	0.04272	0.04391	0.04487	0.04710	0.04911	0.05020	0.05186	0.05225	0.05350	0.05463	0.05632	0.05840	0.06056	0.06233	0.06277	0.06468	0.06699	0.06897	0.06989	0.07018	0.07133	0.07266	0.07352	0.07400	0.07393	0.07463	0.07525	0.07548	0.07480	0.07441	0.07413	0.07289	0.07238	0.07221	0.07161	0.07069	0.06906	0.06775	0.06553	0.06345	0.06220	0.06014	0.05833	0.05632	0.05161	0.05134	
9	0.00130	0.00203	0.00250	0.00300	0.00320	0.00305	0.00318	0.00355	0.00423	0.00455	0.00464	0.00469	0.00476	0.00500	0.00534	0.00558	0.00589	0.00626	0.00667	0.00718	0.00769	0.00842	0.00928	0.01014	0.01090	0.01154	0.01172	0.01260	0.01308	0.01329	0.01376	0.01365	0.01428	0.01508	0.01582	0.01630	0.01612	0.01690	0.01774	0.01853	0.01996	0.02164	0.02314	0.02353	0.02437	0.02561	0.02718	0.02861	0.02873	0.02991	0.03138	0.03265	0.03382	0.03392	0.03509	0.03609	0.03713	0.03789	0.03840	0.03889	0.03819	0.03911	0.04025	0.04132	0.04270	0.04312	0.04420	0.04534	0.04638	0.04692	0.04626	0.04676	0.04685	0.04951	0.05006	
B	0.68324	0.56713	0.56768	0.56083	0.55710	0.55779	0.54148	0.52746	0.51114	0.49063	0.47969	0.48599	0.49636	0.49236	0.47825	0.47074	0.47349	0.47453	0.47411	0.47148	0.46432	0.45413	0.44181	0.43108	0.41717	0.40449	0.39462	0.37469	0.37020	0.37273	0.36584	0.36402	0.35429	0.34426	0.33533	0.32756	0.32675	0.31837	0.31122	0.30237	0.28804	0.27317	0.25886	0.25085	0.24077	0.22816	0.21545	0.20395	0.19754	0.18917	0.17922	0.16981	0.16218	0.15598	0.14812	0.14176	0.13445	0.12930	0.12461	0.11952	0.11554	0.10927	0.10300	0.09720	0.09033	0.08447	0.07835	0.07167	0.06518	0.06098	0.05790	0.05351	0.05092	0.03747	0.03957	
+	0.00016	0.00019	0.00020	0.00022	0.00022	0.00020	0.00019	0.00021	0.00025	0.00025	0.00023	0.00023	0.00023	0.00024	0.00025	0.00026	0.00027	0.00029	0.00031	0.00033	0.00035	0.00042	0.00047	0.00054	0.00061	0.00063	0.00068	0.00067	0.00071	0.00071	0.00074	0.00076	0.00074	0.00072	0.00073	0.00072	0.00073	0.00079	0.00082	0.00085	0.00095	0.00103	0.00114	0.00122	0.00124	0.00123	0.00129	0.00135	0.00137	0.00143	0.00147	0.00154	0.00161	0.00165	0.00165	0.00167	0.00173	0.00182	0.00191	0.00203	0.00213	0.00217	0.00222	0.00233	0.00243	0.00240	0.00245	0.00254	0.00261	0.00257	0.00253	0.00236	0.00212	0.00175	0.00073	
?	0.01098	0.02013	0.02226	0.02672	0.02966	0.03071	0.03312	0.03606	0.04034	0.04252	0.04395	0.04351	0.04194	0.04359	0.04639	0.04845	0.04937	0.04978	0.05024	0.05181	0.05500	0.05714	0.06040	0.06163	0.06412	0.06708	0.06964	0.07385	0.07458	0.07428	0.07617	0.07795	0.07971	0.08090	0.08065	0.08208	0.08292	0.08410	0.08502	0.08645	0.08877	0.09086	0.09224	0.09359	0.09479	0.09635	0.09742	0.09680	0.09734	0.09716	0.09772	0.09761	0.09677	0.09747	0.09709	0.09666	0.09556	0.09383	0.09149	0.09037	0.09028	0.08901	0.08783	0.08583	0.08383	0.08286	0.08058	0.07762	0.07502	0.07270	0.07139	0.06805	0.06588	0.05382	0.04151	
