.	10424	12028	12618	13300	13803	13819	14049	15612	17968	18573	17691	18350	18872	19770	21308	21720	23571	25428	26645	29320	32497	35232	38551	41865	44365	47817	51905	55405	59221	61428	63885	65923	65988	68046	73073	76576	80605	89666	95220	95969	101150	106954	112820	120404	125161	129959	138285	143805	145631	150075	152883	159009	166597	171979	174006	174015	176076	181488	189482	197622	202405	211104	219095	231026	241386	244433	250665	265220	275870	278214	272204	258847	236117	229467	117926	
@	1678873	1584595	1715129	1894288	1995603	1931114	1961380	2094009	2307622	2507692	2598175	2534931	2484128	2540018	2589579	2635346	2663284	2697028	2742706	2789462	2868039	2965228	3076368	3216236	3294300	3364967	3446290	3532589	3589465	3622848	3661769	3710658	3751461	3786995	3846264	3869748	3917123	3900454	3895982	3914152	3918120	3914522	3932597	3970990	3956594	3943271	3894829	3900517	3897013	3869636	3840352	3787155	3718436	3687978	3652895	3629757	3578514	3516995	3483881	3402205	3348371	3250913	3148427	3036640	2923026	2855460	2763978	2637273	2513375	2412554	2338648	2267724	2239843	1841539	1665982	
<	115665	158802	184117	212600	225437	210874	216164	240048	284909	309389	311309	315941	319077	334689	353854	372911	390525	407913	426873	448512	479238	518124	553171	594552	632069	671770	706714	751198	794379	817846	842229	861610	884412	918763	964616	1000589	1026742	1066324	1095469	1116918	1156107	1198857	1260329	1327790	1365828	1410106	1451000	1482223	1521201	1541773	1567972	1589941	1625385	1656465	1667685	1664839	1659797	1668745	1677770	1680104	1698304	1712843	1730554	1742897	1748414	1765428	1771785	1762756	1747047	1730406	1720256	1703336	1661105	1664287	1552275	
;	106468	174289	197872	233272	254952	259732	265795	275020	306007	319810	328871	339143	344563	357061	366133	384803	402856	420906	442400	465774	494986	522162	553319	595251	631880	668743	690454	727593	761022	783977	812508	826057	851930	884828	931167	969777	991726	1028458	1061950	1093505	1134076	1185491	1258958	1316954	1363612	1416295	1468926	1512931	1548932	1575831	1608608	1644665	1688577	1723658	1737528	1737668	1734353	1736855	1751328	1758017	1767025	1795835	1832369	1857231	1878279	1897178	1908714	1906589	1900152	1891521	1874104	1868222	1824171	1800069	1693312	
6	24365	39786	46238	53347	58181	61097	62431	66592	76465	80564	79592	83747	87170	90277	98817	103576	113992	122458	129426	140135	154146	172489	185712	198292	209424	225820	244120	259264	273513	282029	295540	311596	318025	332437	350084	367724	388675	419670	445068	456731	482009	512771	552895	602057	630682	660034	695356	720779	750043	774443	794851	825389	868367	907697	916981	906530	910948	923892	937581	961157	987483	1028085	1084340	1137958	1181960	1212063	1242414	1301406	1344450	1365494	1386817	1380731	1336496	1340753	1274324	
A	5495219	5123152	5520778	5881541	6220217	6229154	6412768	6852062	7355302	7693303	7818437	7686925	7635443	7796245	7665149	7721978	7716106	7771277	7842092	7926142	8058435	8006091	8218999	8374043	8493380	8599314	8479128	8566900	8574476	8585568	8582156	8381059	8335582	8296970	8288714	8250778	8041407	7916933	7817127	7749228	7646049	7525558	7371986	7086558	6925774	6752827	6563281	6410544	6186037	6040721	5902943	5715181	5499464	5253183	5136559	5083361	4996174	4883544	4732218	4578796	4386071	4165296	3934378	3706188	3491133	3314147	3132237	2897875	2692849	2551524	2416776	2289987	2257548	1724038	1658925	
3	19384	28191	32379	36990	39811	41924	43692	45884	51333	52828	53698	56022	59026	60959	62426	66302	72721	79149	84579	92020	102313	109108	118620	130917	138762	149191	155221	165448	175370	180690	189411	196152	199977	206050	221037	235866	242746	263188	280429	288377	308156	331241	360993	387155	407779	428379	457639	483057	491486	502670	517550	545972	581144	596975	599593	588647	592510	601813	620780	638916	642512	674976	719515	768359	808711	818536	851331	904514	950857	971800	973665	982822	946102	1044606	1016354	
%	12244	13323	18837	19417	11591	10309	11123	17953	26379	20394	12150	11740	15293	15431	16677	17255	21442	22348	14076	14868	18528	22156	23515	22543	24321	27066	33404	35960	31728	31384	32094	31702	30793	33884	37115	36574	36178	39577	45765	44000	41651	43988	45860	48899	53721	56321	59293	60073	60451	59911	57753	61373	61269	68790	72558	65163	64929	66230	69080	73369	77062	81348	81420	82470	85790	85594	84617	87466	88920	85094	78209	62999	45989	20229	1043	
#	50379	34028	96190	97541	40847	72765	76487	74332	98369	81579	68284	75300	86196	97613	130186	143847	144810	164988	183124	211549	245909	284991	322694	362824	411562	466231	528877	589222	636354	692373	758776	830067	906592	1013278	1105356	1178997	1278386	1387669	1512064	1637487	1765117	1907225	2054561	2209164	2407963	2577141	2718326	2895634	3121832	3317004	3480667	3710675	3946158	4218704	4499090	4763041	5070800	5410210	5768028	6159882	6580426	6927737	7207730	7505599	7823096	8156812	8519848	8939646	9416173	9915235	10490169	11220705	12196519	13873067	16088431	
>	189343	327776	379376	461009	514413	514840	529939	578519	673326	734286	756009	760182	773001	820335	874936	924874	968246	1013325	1059433	1114627	1193183	1273556	1365593	1441566	1534293	1619138	1694303	1796983	1866230	1924302	1983559	2029219	2087598	2153647	2218574	2294805	2328933	2368376	2411093	2458872	2511156	2581771	2658982	2692265	2740295	2795824	2839626	2862739	2868516	2890157	2908823	2913934	2903371	2876941	2880049	2890149	2889964	2864363	2837362	2812318	2766532	2727159	2688237	2632661	2580347	2531556	2471991	2375159	2287883	2228032	2156656	2102948	2046330	1863920	1864956	
